Acanthus,Almond,Abajo,abelia,beak,can,Abelia,abbottiae,neomexicanus,andrewsii,americana
Adder's-tongue,Cherry,abata,abobe,agoseris,beard,cueva,Abelmoschus,abitibiana,roetteri,bonnevillensis,quadrangulata,amphigena
Aloe,family,abelia,abrothallus,agrimony,bedstraw,cushion,Abies,acadiensis,cellulosa,medium,andina
Amaranth,Fern,Abert's,absconditella,airplant,belfry,gallina,Abietinella,acutiflora,sukaczewii,angustifolia
Araucaria,Gooseberry,abietenella,absonditella,albizzia,Bethlehem,hyssop,Abildgaardia,aequalis,aberrans,anserinum
Arum,Hat,abietinella,abutilon,alsinidendron,bindweed,lily,Abroma,aestivaliformis,abietinum,arcticus
Aster,Mangrove,aboriginal,acalypha,alsophila,brodiaea,mallow,Abronia,ajoensis,ablata,arcuifolia
Azolla,Mistletoe,Abrams',acanthus,amole,buckwheat,mariposa,Abrothallus,alaskanum,abortiva,arenaria
Balanophora,moss,abrothallus,acaulon,and,bush,Mary,Abrus,alata,abramsii,argentea
Banana,o'clock,abruptbeak,ackee,andreaeobryum,cabbage,mistletoe,Absconditella,algonquinensis,abrotanifolia,aspera
Barbados,Pipe,abrus,aconite,anemone,cactus,monkeyflower,Abutilon,alnea,absinthifolia,beeringianum
Barberry,Primrose,absconditella,acriopsis,angel,centaury,moss,Acacia,alpestris,absus,bernardina
Basella,Rush,absinthium,acroporium,angelica,cholla,orchid,Acaciella,alternifolium,abyssinicus,berryi
Bayberry,Tassel,Abyssinia,adenosma,apple,clover,paintbrush,Acaena,ambigua,acadiensis,bifida
Beech,Yew,Abyssinian,aenium,arnica,columbine,primrose,Acalypha,ananassa,acanthocarpa,bigelovii
Begonia,acacia,aeonium,arrowroot,comb,ramon,Acamptopappus,andrewsii,acaulis,borealis
Bellflower,Acadia,aerva,arum,Cruz,rue,Acanthocereus,anomala,accidens,callianthemus
Birch,acaena,African,aster,cryptantha,sierra,Acanthomintha,antipolitensis,achillaeoides,caput-medusae
Birthwort,acanthus,African-queen,ayenia,cueva,valley,Acanthospermum,aptera,achilleifolia,ceruminosa
Bittersweet,Acapulco,after,balm,de,weed,Acanthus,arctophila,acicularis,chamissonis
Borage,acaulon,afzelia,balsam,dodder,Acarospora,arcuatus,acrispum,dawsonii
,rhizophyllum,
,rhodella,
,rhoidis,
,rhombea,
,rhombifolia,
,rhombipetala,
,rhomboidale,
,rhomboidea,
,rhomboideum,
,rhothophilum,
,rhynchocarpa,
,rhynchostegium,
,rhytidophyllus,
,rhytidosperma,
,ricartii,
,richardii,
,richardsonii,
,richii,
,ricinella,
,rickseckeri,
,riddellii,
,riedelianum,
,rigens,
,rigescens,
,rigida,
,rigidifolium,
,rigidior,
,rigidiseta,
,rigidissima,
,rigidissimus,
,rigidula,
,rigidulum,
,rigidulus,
,rigidum,
,rigidus,
,rigonii,
,ringens,
,riojaneirensis,
,riparia,
,riparium,
,riparius,
,ripensis,
,ripleyi,
,risdonii,
,ritro,
,ritteriana,
,rivale,
,rivalis,
,rivulare,
,rivularis,
,rivulorum,
,rixfordii,
,roanensis,
,robbinsii,
,robbinsiorum,
,robertianum,
,robertsonii,
,robinsiae,
,robinsonii,
,robusta,
,robustispina,
,robustum,
,robustus,
,rockii,
,roderickii,
,roellii,
,roemeriana,
,rogersii,
,rohrii,
,rojasii,
,rolleana,
,rollei,
,rollinsii,
,romanica,
,romanzoffianum,
,roosiorum,
,rosamondense,
,rosea,
,roseana,
,rosei,
,rosella,
,rosendahlii,
,rosense,
,rosescens,
,roseum,
,roseus,
,rossei,
,rossiae,
,rossica,
,rossicum,
,rossii,
,rostellata,
,rostkoviana,
,rostrata,
,rostratum,
,rostratus,
,rosulans,
,rosulata,
,rotaeanum,
,rotang,
,rothii,
,rothrockii,
,rottboellioides,
,rotuliforme,
,rotunda,
,rotundata,
,rotundifolia,
,rotundifolium,
,rotundifolius,
,rotundus,
,roxburghiana,
,roxburghii,
,roylei,
,ruanun,
,ruaxes,
,rubella,
,rubelliana,
,rubens,
,ruber,
,rubescens,
,rubicunda,
,rubicundula,
,rubida,
,rubidofusca,
,rubidus,
,rubifaciens,
,rubifolia,
,rubiginosa,
,rubiginosus,
,rubioides,
,rubra,
,rubricaule,
,rubricaulis,
,rubrisetus,
,rubrocincta,
,rubrofusca,
,rubrum,
,ruderale,
,ruderalis,
,rudis,
,rudiuscula,
,rudolphiana,
,rufa,
,rufescens,
,rufidula,
,rufina,
,rufipes,
,rufula,
,rufum,
,rufus,
,rugelii,
,rugosa,
,rugosus,
,rugulosa,
,rugulosum,
,rugulosus,
,rukam,
,rumelica,
,rumiyo,
,runcinata,
,runcinatum,
,runyonii,
,rupestre,
,rupestris,
,rupicaprina,
,rupicola,
,rupinum,
,rusbyi,
,russanthus,
,russelliana,
,russeola,
,russeolum,
,russula,
,rusticana,
,ruta-muraria,
,rutabulum,
,rutaceum,
,ruthii,
,rutidosperma,
,rutidota,
,rutilans,
,rutilus,
,ruvo,
,rybius,
,rydbergii,
,ryrkaipiae,
,ryssoleum,
,sabaliana,
,sabinalis,
,sabuletorum,
,sabulonum,
,sabulorum,
,sabulosa,
,sabulosus,
,saccaria,
,saccata,
,saccatus,
,saccharinum,
,saccharoides,
,saccharum,
,sacra,
,saepincola,
,saffordiana,
,saffordii,
,saginoides,
,sagittalis,
,sagittata,
,sagittatum,
,sagraeana,
,saipanense,
,sajanensis,
,salacinifera,
,salazinica,
,salebrosum,
,salicariifolia,
,salicifolia,
,salicifolium,
,salicifolius,
,saliciformis,
,salicina,
,salicinum,
,salicornioides,
,saligna,
,salignus,
,salina,
,saliniformis,
,salinum,
,salishii,
,salmonea,
,salmonensis,
,salmonis,
,salmonophloia,
,salsuginosa,
,saltiana,
,salticola,
,salubris,
,salviifolius,
,samoense,
,samoensis,
,samuelii,
,sanbornii,
,sanctae-luciae,
,sanctarum,
,sancti-lazari,
,sandbergii,
,sandstedei,
,sandvicensis,
,sandwicense,
,sandwicensis,
,sandwichiana,
,sandwichianum,
,sanguinalis,
,sanguinea,
,sanguineum,
,sanguineus,
,sanguinolentus,
,sansibarensis,
,santarosae,
,santensis,
,santolinoides,
,sapellonis,
,sapida,
,saponaria,
,sappan,
,sapphirinum,
,sarcocaulis,
,sardensis,
,sargentiana,
,sargentii,
,sarmentosa,
,sarmentosum,
,sarmienti,
,sarothroides,
,sartwelliana,
,sartwellii,
,sasanqua,
,sativa,
,sativum,
,sativus,
,saubinetii,
,saurina,
,saurinus,
,savilei,
,savonica,
,saxatile,
,saxatilis,
,saxicastellii,
,saxicola,
,saxifraga,
,saxifragarum,
,saximontana,
,saximontanum,
,saxosa,
,scaber,
,scabiosa,
,scabra,
,scabrata,
,scabrella,
,scabrellum,
,scabrida,
,scabridus,
,scabriflora,
,scabriglumis,
,scabriuscula,
,scabriusculum,
,scabrivalvis,
,scabrosus,
,scabrum,
,scaligera,
,scammaniana,
,scammonia,
,scandens,
,scapanolepis,
,scaphoides,
,scapoidea,
,scaposa,
,scaposum,
,scarabaeoides,
,scariosa,
,scariosum,
,scariosus,
,sceptrifer,
,sceptrum,
,schaackianum,
,schaereri,
,schaffneri,
,scheeri,
,scheuchzeri,
,schiedeana,
,schimperi,
,schimperiana,
,schimperianum,
,schistacea,
,schisti,
,schistocalyx,
,schizoloba,
,schizophyllum,
,schizotricha,
,schleicheri,
,schmidii,
,schmolliae,
,schoenanthus,
,schoenoides,
,schoenoprasum,
,schofieldiana,
,schofieldii,
,scholanderi,
,schottii,
,schraderianum,
,schreberi,
,schreberiana,
,schuettei,
,schultesii,
,schultzii,
,schusterana,
,schwarzii,
,schweinfurthii,
,schweinitzii,
,schwerinii,
,scilloides,
,scirpoidea,
,scirpoides,
,sciurus,
,sclerocarpus,
,scleroclada,
,sclerophylla,
,scleropoides,
,sclerosperma,
,scleroxyla,
,scolopendrium,
,scolymoides,
,scolymus,
,scopa,
,scoparia,
,scoparium,
,scoparius,
,scopularis,
,scopulicola,
,scopulinus,
,scopulorum,
,scordioides,
,scorodoprasum,
,scorpioides,
,scorpiurus,
,scorzonerifolia,
,scotica,
,scotteri,
,scouleri,
,scribneri,
,scrophulariifolia,
,scruposus,
,searlsiae,
,searsii,
,sebaeoides,
,sebestena,
,secalina,
,secalinus,
,secunda,
,secundiflora,
,secundiramea,
,secundum,
,sedifolia,
,sedifolius,
,seductrix,
,segetalis,
,segetum,
,segregata,
,seguieri,
,seguine,
,seifrizii,
,selbyi,
,selloa,
,selloana,
,sellowiana,
,selwyniana,
,selwynii,
,semibaccata,
,semibarbata,
,semicordata,
,semicostatus,
,semidecandrum,
,semidecandrus,
,semiglabra,
,seminervis,
,seminudum,
,semiserratum,
,semitensis,
,sempervirens,
,sendtneri,
,senegal,
,senegalensis,
,senfftiana,
,senjavinensis,
,sensitiva,
,senta,
,senticosus,
,seorsa,
,separata,
,sepium,
,septemfida,
,septentrionale,
,septentrionalis,
,septiceps,
,sepulcralis,
,sepultipes,
,serenana,
,serenoi,
,sergiloides,
,seriata,
,seriatum,
,sericata,
,sericea,
,sericeum,
,sericeus,
,sericifera,
,sericocarpoides,
,sericoleucus,
,sericophyllum,
,serotina,
,serotinum,
,serotinus,
,serpens,
,serpentaria,
,serpenticola,
,serpenticum,
,serpentinus,
,serpyllifolia,
,serpyllifolium,
,serpyllifolius,
,serra,
,serrasuela,
,serrata,
,serratifolia,
,serratodens,
,serratum,
,serrula,
,serrulata,
,serrulatum,
,serrulatus,
,sesameus,
,sesamoides,
,sesleriiformis,
,seslerioides,
,sesquiflora,
,sesquiflorus,
,sessile,
,sessiliflora,
,sessiliflorum,
,sessiliflorus,
,sessilifolia,
,sessilifolium,
,sessilifolius,
,sessilis,
,sessilispica,
,setacea,
,setaceus,
,setchellii,
,setifera,
,setifolius,
,setiger,
,setigera,
,setigerus,
,setiloba,
,setipes,
,setivalva,
,setosa,
,setosissima,
,setulosa,
,sexangula,
,sexangulare,
,sexangularis,
,sexlocularis,
,seyal,
,shackletteana,
,shaferi,
,shallon,
,sharsmithiae,
,sharsmithii,
,shastense,
,shastensis,
,shawii,
,sheldonii,
,sherffiana,
,sherringii,
,shetleri,
,shevockii,
,shinnersii,
,shipmanii,
,shiressii,
,shockleyi,
,shortiana,
,shortianus,
,shortii,
,shrevei,
,siberica,
,siberiensis,
,sibirica,
,sibiricum,
,sibiricus,
,siccata,
,siccus,
,siderea,
,sideritis,
,siderophloia,
,sideroxylon,
,sieberi,
,sieberiana,
,sierrae,
,sierrus,
,signatum,
,siifolia,
,sikangensis,
,sikkimensis,
,silicea,
,siliceus,
,silicicola,
,siliqua,
,siliquastrum,
,siliquosus,
,silvatica,
,silveana,
,silvestrii,
,silvestris,
,silvicola,
,simaruba,
,similis,
,simillimum,
,simonsii,
,simplex,
,simplicicaulis,
,simpliciflora,
,simplicifolia,
,simplicifolius,
,simplicior,
,simplicissimus,
,simpsonii,
,simulans,
,simulata,
,sinapisperma,
,sinensis,
,singulare,
,singularis,
,sinica,
,sinicus,
,sinopica,
,sintenisii,
,sinuata,
,sinuatus,
,sinuosa,
,sionis,
,sipeana,
,sisalana,
,siskiyouense,
,sissoo,
,sisymbrioides,
,sitchensis,
,sivinskii,
,skinneriana,
,skirrhobasis,
,skottsbergii,
,sloanei,
,smallii,
,smaragdula,
,smilacifolia,
,smithii,
,smutsii,
,sneedii,
,sobolescens,
,sobolifera,
,socialis,
,solanacea,
,solanderi,
,solanifolia,
,solanoana,
,soldanella,
,solenocalyx,
,soliceps,
,solida,
,solieri,
,soliman,
,solitaria,
,solitarius,
,solstitialis,
,sonchifolia,
,songarica,
,sonomensis,
,sonorae,
,soongoricus,
,sophia,
,sophioides,
,sophorae,
,sophoroides,
,sordida,
,sordidum,
,sorediatum,
,sorediatus,
,soredica,
,soredium,
,sorediza,
,sorghoides,
,sorocarpa,
,sororia,
,soulattri,
,soxmaniorum,
,spadicea,
,spadiceum,
,spaldingii,
,sparganioides,
,sparganophyllum,
,sparsa,
,sparsiflora,
,sparsiflorum,
,sparsiflorus,
,sparsifolia,
,sparsifolium,
,spathacea,
,spathulata,
,spathulatum,
,spathulatus,
,spatiosa,
,spatulata,
,spatulatus,
,specicola,
,specifica,
,speciosa,
,speciosissimum,
,speciosum,
,speciosus,
,spectabile,
,spectabilis,
,specuicola,
,speculae,
,specularioides,
,speirocarpus,
,spekei,
,spellenbergii,
,speltoides,
,spergulinum,
,sperryi,
,sphacelatus,
,sphacilata,
,sphaerale,
,sphaericus,
,sphaerocarpa,
,sphaerocarpon,
,sphaerocephala,
,sphaerocephalon,
,sphaerocephalum,
,sphaerocephalus,
,sphaeroides,
,sphaerolepis,
,sphaerophoroides,
,sphaerosperma,
,sphaerosporella,
,sphagnicola,
,sphagnifolia,
,sphagnorum,
,sphenoloboides,
,spica-venti,
,spicant,
,spicata,
,spicatum,
,spicatus,
,spiciformis,
,spiculifera,
,spiculiflora,
,spinescens,
,spinicaulis,
,spinifera,
,spinifex,
,spinigera,
,spinosa,
,spinosepalum,
,spinosior,
,spinosissima,
,spinosum,
,spinosus,
,spinulosa,
,spinulosum,
,spiralifera,
,spiralis,
,spirophylla,
,spissa,
,spithamaea,
,spitsbergensis,
,splachnoides,
,splendens,
,spongiosa,
,spraguei,
,sprengelii,
,spretum,
,springfieldii,
,springvillensis,
,spurca,
,spuria,
,spurium,
,squamata,
,squamatus,
,squamellosa,
,squamellum,
,squamiferum,
,squamigera,
,squamosa,
,squamosus,
,squamulosum,
,squamulosus,
,squarrosa,
,squarrosum,
,squarrosus,
,st.-johnii,
,stachydeum,
,stagnalis,
,stagnina,
,stahlii,
,stamineus,
,standleyanum,
,standleyi,
,stanfordensis,
,stanfordiana,
,stanselliae,
,stantonii,
,stapfiana,
,starkei,
,staticoides,
,staurosporum,
,stebbinsianum,
,stebbinsii,
,steedmanii,
,steelei,
,stella,
,stellaris,
,stellata,
,stellatum,
,stellatus,
,stelleri,
,stelleriana,
,stellulata,
,stellulifera,
,stemonea,
,stenocarpa,
,stenocarpus,
,stenoloba,
,stenomeres,
,stenopetala,
,stenophylla,
,stenophyllus,
,stenoptera,
,stenoptila,
,stenosepala,
,stenospora,
,stenostachyus,
,stenostoma,
,stenotaphrodes,
,stenothyrsa,
,stenozyga,
,stenura,
,stephenianum,
,stereopoma,
,sterilis,
,sternbergii,
,steudneri,
,stevenianus,
,stevioides,
,stewardsonii,
,stewartii,
,stickinensis,
,stictella,
,stictophylla,
,stictospora,
,stigmaea,
,stigmatea,
,stillingiana,
,stillmanii,
,stipata,
,stipitata,
,stipitatum,
,stipulacea,
,stipularia,
,stipulata,
,stirtonii,
,stoatei,
,stoebe,
,stoechadifolia,
,stoechadifolium,
,stolonifera,
,stoloniforme,
,storckii,
,stowardii,
,straminea,
,stramineum,
,stramineus,
,straminiformis,
,stramonium,
,stratiotes,
,straturensis,
,strepsilis,
,streptobrachia,
,streptocarpa,
,striata,
,striaticalyx,
,striatiflorus,
,striatula,
,striatum,
,striatus,
,stricklandii,
,stricta,
,strictiflora,
,strictifolia,
,strictior,
,strictum,
,strictus,
,strigata,
,strigillosa,
,strigosa,
,strigosum,
,strigosus,
,strigulosa,
,strobilacea,
,strobilifera,
,strobiliferum,
,strumiferum,
,strumulosum,
,sturtii,
,stygia,
,stygium,
,stylifera,
,styloflexa,
,stylosa,
,styracifolium,
,suaedifolia,
,suaveolens,
,suavis,
,subacaulis,
,subalpina,
,subalpinum,
,subalpinus,
,subandreaeoides,
,subaphylla,
,subapiculatum,
,subarctica,
,subaristata,
,subastroidella,
,subbasilaris,
,subbipinnata,
,subbracteata,
,subcana,
,subcapitata,
,subcaracasanus,
,subcentrifuga,
,subcinereus,
,subcorallina,
,subcordata,
,subcordatum,
,subcrenata,
,subcristata,
,subcyrtodes,
,subdecipiens,
,subdeflexa,
,subdiffusa,
,subdiscordans,
,subdispuncta,
,subdissentiens,
,subduplex,
,subeffusum,
,suberecta,
,subfilamentosa,
,subflaccidum,
,subfloccosa,
,subfurcata,
,subfusca,
,subfusicola,
,subglaber,
,subglabrum,
,subglandulosa,
,subglobosum,
,subgranulosa,
,subinclusa,
,subincompta,
,sublanata,
,sublapponica,
,sublimbatus,
,submarginalis,
,submersa,
,submersum,
,submexicana,
,subminutissima,
,subminutula,
,submitis,
,submollis,
,submuriformis,
,submutica,
,submuticus,
,subnegans,
,subneodamense,
,subnigrescens,
,subnigricans,
,subnitescens,
,subnitida,
,subniveum,
,subnuda,
,subochroleucum,
,suborbicularis,
,suborbiculata,
,subparvum,
,subpinnatifida,
,subplicigera,
,subporodictyon,
,subprostans,
,subpungens,
,subpyraceella,
,subradians,
,subradiata,
,subreagens,
,subreniforme,
,subroscida,
,subrotundum,
,subrubella,
,subsetacea,
,subsorediza,
,subspathacea,
,subspicata,
,subsquamosa,
,subtenuis,
,subterminale,
,subtilis,
,subtrinervis,
,subulata,
,subulatum,
,subulatus,
,subuliflora,
,subumbellata,
,subumbellatus,
,subumbrans,
,subvelutinus,
,subverticillata,
,subvestitus,
,subviridis,
,succedens,
,succotrina,
,succulenta,
,succumbens,
,suecica,
,suffrutescens,
,suffruticosa,
,suffruticosum,
,suffulta,
,suffultus,
,suffusa,
,suksdorfiana,
,suksdorfii,
,sulcata,
,sulcatum,
,sulcatus,
,sulcinux,
,sullivantii,
,sulphurea,
,sulphureus,
,sulphurina,
,superata,
,superba,
,superbus,
,superfusa,
,supertegens,
,supina,
,supinus,
,supplex,
,suprapilosus,
,surculosa,
,surinamense,
,surinamensis,
,suringarii,
,suspensa,
,sutherlandensis,
,sutherlandii,
,suzukii,
,svensonii,
,swalleniana,
,swallenii,
,swanii,
,swartziana,
,swartzii,
,swazica,
,swazilandensis,
,sychnocephala,
,sycomorus,
,sylvatica,
,sylvaticum,
,sylvestris,
,symphycarpa,
,syndetica,
,syntrophus,
,syriaca,
,syriacum,
,syriacus,
,systyla,
,systylium,
,systylius,
,syzigachne,
,szechuanica,
,szovitsianum,
,tabacina,
,tabernaemontana,
,tachibana,
,tacomensis,
,taedescens,
,taediosum,
,tagal,
,tagetoides,
,tahoensis,
,tainturieri,
,taitensis,
,takeuchii,
,tala,
,tallulensis,
,tamala,
,tamaran,
,tamarindi,
,tamariscinus,
,tamaulipensis,
,tampensis,
,tanacetifolia,
,tandilense,
,tangutica,
,tangutorum,
,tanuphylla,
,tapia,
,tatarica,
,tataricum,
,tataricus,
,tatrae,
,tatuhyensis,
,tauricum,
,tauschii,
,taxifolia,
,taxifolium,
,taxifolius,
,taxodii,
,taxodiocola,
,taylorii,
,tecopensis,
,tecta,
,tectorum,
,tef,
,tegetarioides,
,telephioides,
,telmateia,
,temblorense,
,tembloriensis,
,temulum,
,tenax,
,tenebrica,
,tenebrosa,
,tenella,
,tenellum,
,tenellus,
,tener,
,tenera,
,teneriformis,
,tenerrimum,
,tenerrimus,
,tenerum,
,tennesseensis,
,tentaculoides,
,tenue,
,tenuiculmis,
,tenuiculum,
,tenuiflora,
,tenuiflorum,
,tenuiflorus,
,tenuifolia,
,tenuifolium,
,tenuinerve,
,tenuipes,
,tenuiramis,
,tenuis,
,tenuisecta,
,tenuisetum,
,tenuissima,
,tephrodes,
,tephrosioides,
,tequilana,
,teres,
,tereticornis,
,teretifolia,
,teretifolium,
,terminalis,
,terminatum,
,ternarius,
,ternata,
,ternatea,
,ternatum,
,ternatus,
,terniflora,
,ternifolia,
,ternipes,
,terracina,
,terrae-novae,
,terrena,
,terrestris,
,terricola,
,terrigena,
,tessellaris,
,tessellata,
,testiculata,
,tetanica,
,tetracerae,
,tetragona,
,tetragonoloba,
,tetragonophylla,
,tetragonum,
,tetragonus,
,tetrahit,
,tetralix,
,tetralophum,
,tetramera,
,tetrameria,
,tetrandra,
,tetrandrum,
,tetraphylla,
,tetraphyllum,
,tetrapinnata,
,tetrapla,
,tetrapora,
,tetraptera,
,tetrapterus,
,tetraquetra,
,tetraspora,
,tetrastachya,
,texana,
,texanum,
,texanus,
,texense,
,texensis,
,textile,
,textilis,
,thaliana,
,thalictroides,
,thamnina,
,thamnodes,
,tharpii,
,thelococcoides,
,theophrasti,
,theriaca,
,thermalis,
,thermopegaea,
,thermophila,
,thesioides,
,thiersii,
,thomasiana,
,thomasii,
,thompsoniae,
,thompsonii,
,thomsoniae,
,thomsonii,
,thonningii,
,thorild-wulffii,
,thornei,
,thozetiana,
,thuleana,
,thunbergia,
,thunbergii,
,thurberi,
,thurberianum,
,thurifera,
,thuscula,
,thymiflorum,
,thymifolia,
,thymoides,
,thyoides,
,thyrsiflora,
,thyrsiflorus,
,thysanota,
,tibetanus,
,tiburonensis,
,tidestromii,
,tiehmii,
,tigillare,
,tiglium,
,tilesii,
,tillaea,
,timida,
,timonioides,
,timorensis,
,timoriensis,
,tincta,
,tinctoria,
,tinctorium,
,tinctorius,
,tinneana,
,tintinnabula,
,tiogana,
,tiroliensis,
,tirucalli,
,titanophilus,
,toanus,
,tobuschii,
,todaiensis,
,todtiana,
,toensbergii,
,toetoe,
,tolmiei,
,tomentella,
,tomentellus,
,tomentosa,
,tomentosum,
,tomentosus,
,tominii,
,tommasinianus,
,tompkinsii,
,tongleti,
,tongolensis,
,tonsa,
,tophaceus,
,toquimanus,
,tornoensis,
,torquata,
,torralbasii,
,torresiana,
,torresianus,
,torreyana,
,torreyi,
,torta,
,torticulmis,
,tortilis,
,tortipes,
,tortuosa,
,tortuosum,
,torulosa,
,totai,
,toumeyana,
,toumeyi,
,tournefortii,
,toxisperma,
,tozeri,
,trabeculosa,
,trabinellum,
,trachelium,
,trachona,
,trachycaulus,
,trachylioides,
,trachyphylla,
,trachypodium,
,trachysanthos,
,trachysperma,
,tracyi,
,tragus,
,transalpina,
,transcaspica,
,transcendens,
,transcontinentalis,
,transhyrcanus,
,transmontana,
,transvaalensis,
,trapeziforme,
,traskiae,
,traubii,
,traversii,
,treleasei,
,tremula,
,triacanthos,
,triandra,
,triangularis,
,triangulata,
,tribracteatum,
,tribuloides,
,tricarinatus,
,trichanthum,
,trichialis,
,trichocalyx,
,trichocarpa,
,trichocephala,
,trichodes,
,tricholaeinoides,
,tricholepis,
,tricholomum,
,trichomanes,
,trichomanes-dentatum,
,trichomanes-ramosum,
,trichomanoides,
,trichomitria,
,trichopes,
,trichophora,
,trichophyllum,
,trichopodus,
,trichotoma,
,trichotomum,
,tricoccum,
,tricolor,
,tricorne,
,tricornuta,
,tricornutum,
,tricostata,
,tricrenata,
,tricuspidata,
,tridactylicus,
,tridactylites,
,tridens,
,tridentata,
,trifarium,
,trifida,
,trifidum,
,triflora,
,triflorum,
,trifolia,
,trifoliastrum,
,trifoliata,
,trifurca,
,trifurcata,
,triglochidiatus,
,trigonata,
,trigyna,
,trigynum,
,triloba,
,trilobata,
,trilobus,
,trilocularis,
,trimestris,
,trinerve,
,trinervia,
,trinervis,
,trineura,
,trinitatis,
,triodon,
,tripartita,
,triphragmioides,
,triphylla,
,triphyllum,
,tripinnatifidus,
,triplicata,
,triplinerve,
,tripodum,
,tripsacoides,
,tripteris,
,triquetra,
,triquetrum,
,triquinata,
,trisperma,
,tristachya,
,tristachyum,
,tristicula,
,tristis,
,trisulcatum,
,triternata,
,triticeum,
,tritomantha,
,triuncialis,
,trivalvis,
,triviale,
,trivialis,
,trixago,
,trochlearis,
,troglodytus,
,trojana,
,trolliifolium,
,truncata,
,truncatum,
,truxillensis,
,trypethelii,
,tsugense,
,tsukushiensis,
,tuberculata,
,tuberculatus,
,tuberculosa,
,tuberosa,
,tuberosum,
,tuberosus,
,tubicula,
,tubulosa,
,tubulosum,
,tuckerae,
,tuckermaniana,
,tuckermanii,
,tucsonensis,
,tucsonii,
,tucurensis,
,tularensis,
,tulda,
,tuldoides,
,tumidula,
,tumulicola,
,tumulosa,
,tumulosum,
,tunicata,
,tunux,
,tuolumnense,
,turbinata,
,turbinatum,
,turbinatus,
,turgescens,
,turgida,
,turgidula,
,turgidum,
,turneri,
,turneriana,
,turnerorum,
,turpinii,
,tutwilerae,
,tweedyi,
,twisselmannii,
,tyghensis,
,typhina,
,uber,
,uberior,
,uhdei,
,uintahensis,
,ukambanensis,
,ulei,
,ulicifolia,
,uliginosa,
,uliginosum,
,ulmaria,
,ulmorum,
,ulothii,
,ulotrichoides,
,ultra,
,umbellata,
,umbellatum,
,umbellatus,
,umbelliformis,
,umbellulata,
,umbilicatum,
,umbonella,
,umbra,
,umbraculorum,
,umbraticus,
,umbricola,
,umbrinella,
,umbrinum,
,umhausense,
,umpquaensis,
,unalaschcensis,
,unalaschkensis,
,uncialicola,
,uncialis,
,uncinata,
,uncinatum,
,uncinatus,
,uncinulata,
,uncinulatum,
,underwoodianum,
,underwoodii,
,undulata,
,undulatum,
,undulifolia,
,unedo,
,ungavensis,
,unguiculata,
,ungulata,
,uniaristata,
,unidentata,
,uniflora,
,uniflorum,
,uniflorus,
,unifolium,
,uniglumis,
,unilaterale,
,unilateralis,
,unilobum,
,uniolae,
,unioloides,
,uniseriale,
,unisora,
,unispicata,
,univittata,
,untermannii,
,urbaniana,
,urbanii,
,urbanum,
,urbicum,
,urceolata,
,urceolatum,
,urens,
,urnigera,
,urophylla,
,ursina,
,ursinum,
,ursinus,
,urticifolia,
,usnearum,
,usneicola,
,ustulata,
,utahense,
,utahensis,
,utile,
,utilis,
,utriculata,
,utriculatus,
,utriger,
,uva-ursi,
,uvaldensis,
,uvifera,
,vaccarum,
,vacciniicola,
,vacillans,
,vagans,
,vaginalis,
,vaginata,
,vaginatum,
,vaginatus,
,vaginiflora,
,vagus,
,vahlii,
,vailiae,
,vaillantii,
,valentina,
,valerianifolius,
,valesiaca,
,valida,
,validum,
,validus,
,vallaris,
,vallicola,
,vallis-mortae,
,vancouverensis,
,vanderbiltii,
,vanessae,
,vanzuukiae,
,varia,
,variabilis,
,varians,
,variegata,
,variegatum,
,variegatus,
,variolosum,
,varium,
,vaseyi,
,veatchii,
,veitchii,
,velana,
,vellereum,
,velleriflora,
,velutina,
,velutinum,
,velutinus,
,velutipes,
,venenosa,
,venosa,
,ventosa,
,ventricosa,
,ventricosum,
,ventricosus,
,venulosus,
,venusta,
,venustum,
,venustus,
,vera,
,veratrifolia,
,verbesina,
,verecundum,
,verityi,
,vermiculare,
,vermiculata,
,vermifera,
,verna,
,vernacula,
,vernale,
,vernalis,
,vernans,
,verniciflua,
,vernicoma,
,vernicosa,
,vernum,
,vernus,
,veronensis,
,veronicifolia,
,verrucifera,
,verrucigera,
,verrucosa,
,verrucosum,
,verrucosus,
,verruculifera,
,verruculosa,
,versicolor,
,verspertilionis,
,versuta,
,verticillata,
,verticillatum,
,verticillatus,
,verum,
,verus,
,vesca,
,vesicaria,
,vesicarius,
,vesiculosa,
,vespertinum,
,vestae,
,vestita,
,vestitum,
,vetensis,
,vexans,
,vexilliflexus,
,vialis,
,viburnifolia,
